Component,Subcomponent,Setting/Origin,Geoform,Geoform Type,Unit Type,Definition,Literature Cited,CMECS Version,Component Code,Unit Code,IRI (NCEI base URL + Term ID),Unit ID,Unit Status,Type of Change,Implementation Guidance,Notes
Geoform Component,Geoform,Geologic Geoform,Moraine,Kame Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"An end moraine that contains numerous kames, commonly comprising the slumped or erosional remnants of a formerly continuous outwash plain that built up over the foot of rapidly wasting or stagnant ice.",,1.1.2,G,g1.38.4,https://w3id.org/CMECS/CMECS_00000444,CMECS_00000444,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,Lateral Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),A ridge-like moraine carried on (and deposited at) the side margin of a valley glacier. It is composed chiefly of rock fragments derived from valley walls by either glacial abrasion and plucking or colluvial accumulation from adjacent slopes.,,1.1.2,G,g1.38.5,https://w3id.org/CMECS/CMECS_00000464,CMECS_00000464,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,Recessional Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"An end or lateral moraine, built during a temporary- but significant- halt in the final retreat of a glacier. May also refer to a moraine built during a minor re-advance of the ice front during a period of general recession.",,1.1.2,G,g1.38.6,https://w3id.org/CMECS/CMECS_00000666,CMECS_00000666,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,Terminal Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),An end moraine that marks the farthest advance of a glacier; usually has the form of a massive arcuate or concentric ridge (or complex of ridges) underlain by till and other drift types.,,1.1.2,G,g1.38.7,https://w3id.org/CMECS/CMECS_00000825,CMECS_00000825,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Mound/Hummock,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A low, rounded, natural hill of unspecified origin, which is generally less than 3 meters high and composed of earthy material.",,1.1.2,G,g1.39,https://w3id.org/CMECS/CMECS_00001528,CMECS_00001528,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Mound/Hummock,Tar Mound,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"A mound of extruded tar (or other viscous hydrocarbons) on the seafloor that has some relief above the surrounding bottom. Tar mounds in southern California are typically 10 - 100 meters in diameter and can coalesce to form tar reefs. Over time, tar mounds can come to support a diversity of colonizing organisms (Lorenson et al. 2009).","Lorenson, T. D., F. D. Hostettler, R. J. Rosenbauer, K. E. Peters, K. A. Kvenvolden, J. A. Dougherty, C. E. Gutmacher, F. L. Wong, and W. R. Normark. 2009. Natural Offshore Seepage and Related Tarball Accumulation on the California Coastline; Santa Barbara Channel and the Southern Santa Maria Basin; Source Identification and Inventory. U.S. Geological Survey Open-File Report 2009-1225 and Minerals Management Service report 2009-030.",1.1.2,G,g1.39.1,https://w3id.org/CMECS/CMECS_00000816,CMECS_00000816,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Mud Volcano,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),An accumulation (usually conical in shape) of mud and rock formed by volcanic gases; may also refer to a similar accumulation formed by escaping petroliferous gases (Bates and Jackson 1984) (see Figure 6.3).,"Bates, R. L., and J. A. Jackson, eds. 1984. Dictionary of Geological Terms. 3rd ed. Garden City, NY: Anchor Press.",1.1.2,G,g1.40,https://w3id.org/CMECS/CMECS_00000577,CMECS_00000577,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Natural Levee,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"An embankment of sediment, bordering one or both sides of a submarine canyon, fan valley, deep-sea channel, river, or other feature. A natural levee has a long, broad, low shape and is composed of sand and coarse silt, which was built by a stream on its flood plain and along both sides of its channel—especially in time of flood when water overflowing the normal banks is forced to deposit the coarsest part of its load. It has a gentle slope away from the river and toward the surrounding floodplain, and its highest elevation is closest to the river bank.",,1.1.2,G,g1.41,https://w3id.org/CMECS/CMECS_00000588,CMECS_00000588,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Natural Levee,Lava Levee,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"The scoriaceous sheets of lava that overflowed their natural channels and solidified to form a levee, similar to levees formed by an overflowing stream of water.",,1.1.2,G,g1.41.1,https://w3id.org/CMECS/CMECS_00000465,CMECS_00000465,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Overhang (Cliff),,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A rock mass jutting out from a slope, especially the upper part or edge of an eroded cliff projecting out over the lower, undercut part (as above a wave-cut notch). Generally these are characterized as having a slope greater than 90 degrees.",,1.1.2,G,g1.42,https://w3id.org/CMECS/CMECS_00001538,CMECS_00001538,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Panne,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"Shallow depressions or flats, often occurring in and adjacent to marshes in the high intertidal that zone that receive saltwater inflow on an infrequent basis. They often are unvegetated and can have encrustations of salt left by evaporation.",,1.1.2,G,g1.43,https://w3id.org/CMECS/CMECS_00000624,CMECS_00000624,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Pavement Area,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"Flat (or gently sloping), low-relief, solid, carbonate rock with little or no fine-scale rugosity. These areas can be covered with algae, hard coral, gorgonians, zooanthids, or other sessile vertebrates; the coverage may be dense enough to partially obscure the underlying surface. On less colonized pavement features, rock may be covered by a thin sand veneer (Kendall et al. 2001).","Kendall, M. S., J. D. Christensen, and Z. Hillis-Starr. 2003. “Multi-Scale Data Used to Analyze the Spatial Distribution of French Grunts, Haemulon flavolineatum, Relative to Hard and Soft Bottom in a Benthic Landscape.” Environmental Biology of Fishes 66: 19–26.",1.1.2,G,g1.44,https://w3id.org/CMECS/CMECS_00000632,CMECS_00000632,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Platform,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"Any level or nearly level surface, ranging in size from a terrace or bench to a plateau defined by slopes around its edges.",,1.1.2,G,g1.45,https://w3id.org/CMECS/CMECS_00000650,CMECS_00000650,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Platform,Wave-Cut Platform,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A gently sloping surface produced by wave erosion, which extends into the sea or lake from the base of the wave-cut cliff. When subaqueous, they are relict, erosional landforms that originally formed as a wave-cut bench and abrasion platform (from coastal wave erosion), which were later submerged by rising sea level or subsiding land surface (modified from Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.45.1,https://w3id.org/CMECS/CMECS_00000901,CMECS_00000901,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Pockmark Field,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),An area of the seafloor dominated by many pockmarks.,,1.1.2,G,g1.46,https://w3id.org/CMECS/CMECS_00000653,CMECS_00000653,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Pockmark,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),Small craters in the seabed caused by fluids (gas and liquids) erupting and streaming through the sediments. Some pockmarks discovered off Nova Scotia have been up to 150 meters in diameter and 10 meters deep.,,1.1.2,G,g1.47,https://w3id.org/CMECS/CMECS_00000652,CMECS_00000652,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Ridge,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A long, narrow elevation, usually sharp crested with steep sides. Larger ridges can form an extended upland between valleys.",,1.1.2,G,g1.48,https://w3id.org/CMECS/CMECS_00000677,CMECS_00000677,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Ridge,Beach Ridge,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A low, essentially continuous mound of beach (or beach-and-dune material) heaped up by the action of waves and currents on the backshore of a beach, beyond the present limit of storm waves or the reach of ordinary tides. The ridge can occur singly or as one of a series of approximately parallel deposits. The ridges are roughly parallel to the shoreline and represent successive positions of an advancing shoreline.",,1.1.2,G,g1.48.1,https://w3id.org/CMECS/CMECS_00000091,CMECS_00000091,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Ridge,Esker,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A long, narrow, sinuous, steep-sided ridge composed of irregularly stratified sand and gravel that was deposited as the bed of a stream flowing in a subglacial ice tunnel (within or below the ice) or between ice walls on top of the ice of a wasting glacier. Eskers remain behind as high ground when the glacier melts. Eskers range in length from less than a kilometer to more than 160 kilometers, and the height range is 3 - 30 meters.",,1.1.2,G,g1.48.2,https://w3id.org/CMECS/CMECS_00000296,CMECS_00000296,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Ripples,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"Small, linear structures that form as a result of water movement over unconsolidated sediments. The shape and pattern of the ripples provide indications of the general water movement regime in the area. Ripples can be straight, sinuous, catenary, or linguoid.",,1.1.2,G,g1.49,https://w3id.org/CMECS/CMECS_00000680,CMECS_00000680,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Rock Outcrop,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),An area where bedrock is exposed at the earth's surface.,,1.1.2,G,g1.50,https://w3id.org/CMECS/CMECS_00000683,CMECS_00000683,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Rock Outcrop,Authigenic Carbonate Outcrop,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"These outcrops result from the slow seepage of fluid containing dissolved carbon. They form pavements, chimneys, and rings, donuts, or slabs (Stakes et al. 1999).","Stakes et al. 1999. “Cold-Seeps and Authigenic Carbonate Formation in Monterey Bay, California.” Marine Geology 159 (1-4): 93–109.",1.1.2,G,g1.50.1,https://w3id.org/CMECS/CMECS_00000069,CMECS_00000069,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Rubble Field,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),A loose mass of angular rock fragments. These can occur both on land and underwater.,,1.1.2,G,g1.51,https://w3id.org/CMECS/CMECS_00000687,CMECS_00000687,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Runnel/Rill,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"A small, transient channel carrying the water of a wave after it breaks on a beach. They can also be formed by tidal ebb or runoff (following moderate rains or ice/snow melts). Larger runnels can have steep sides.",,1.1.2,G,g1.52,https://w3id.org/CMECS/CMECS_00001563,CMECS_00001563,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Sediment Wave Field,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"An area of wave-like bedforms in sand or other unconsolidated material which are formed by the action of tides, currents, or waves. These bedforms range from centimeters to meters in size and may be superimposed on larger features. Sand waves lack the deep scour associated with dunes or megaripples (Bates and Jackson 1984).","Bates, R. L., and J. A. Jackson, eds. 1984. Dictionary of Geological Terms. 3rd ed. Garden City, NY: Anchor Press.",1.1.2,G,g1.53,https://w3id.org/CMECS/CMECS_00000726,CMECS_00000726,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scarp/Wall,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A relatively straight, cliff-like face or slope of considerable linear extent, which breaks up the general continuity of the land by separating surfaces lying at different levels (as along the margin of a plateau or mesa).

The term wall can be applied to steep or vertical areas on the seaward or exposed side of a reef. Although hard corals may be present, walls in this setting are formed by geologic processes and are not the result of reef-building activities by corals. A wall may be vertical or terraced, and is often referred to as the ""drop-off.""",,1.1.2,G,g1.54,https://w3id.org/CMECS/CMECS_00001565,CMECS_00001565,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scarp/Wall,Fault Scarp,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A feature caused by the rapid erosion of soft rock on the side of a fault (as compared to that of more resistant rock on the other side), for example, the east face of the Sierra Nevada in California.",,1.1.2,G,g1.54.1,https://w3id.org/CMECS/CMECS_00000335,CMECS_00000335,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scarp/Wall,Erosion Scarp,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A long, steep slope or line of cliffs at the edge of a plateau or ridge formed by erosion.",,1.1.2,G,g1.54.2,https://w3id.org/CMECS/CMECS_00000295,CMECS_00000295,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scarp/Wall,Beach Scarp,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"An almost vertical slope (caused by wave erosion) that fronts a berm on a beach. Scarps may range in height from several centimeters to a few meters, depending on the character of the wave action and the nature and composition of the beach.",,1.1.2,G,g1.54.3,https://w3id.org/CMECS/CMECS_00000092,CMECS_00000092,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scar,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A scar can be either a gouge or deformation of the bottom, or an area where the surface of the substrate, vegetation, or other colonizing organisms have been removed by abrasion or impact. These may be temporary or permanent features.",,1.1.2,G,g1.55,https://w3id.org/CMECS/CMECS_00000711,CMECS_00000711,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scar,Iceberg Scour Scar/Furrow,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),A scar formed by an iceberg dragging across the substrate. These can occur in shallow water and extend for long distances.,,1.1.2,G,g1.55.1,https://w3id.org/CMECS/CMECS_00001482,CMECS_00001482,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Scar,Slump Scar,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A scar formed by the removal of surface sediment as a result of mass wasting. These scars have the appearance of fresh, unweathered, or colonized sediment.",,1.1.2,G,g1.55.2,https://w3id.org/CMECS/CMECS_00000767,CMECS_00000767,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Seamount,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"An elevation of the seafloor, which is 1,000 meters or higher. Seamounts may be discrete, arranged in a linear or random grouping, or connected at their bases and aligned along a ridge or rise.",,1.1.2,G,g1.56,https://w3id.org/CMECS/CMECS_00000722,CMECS_00000722,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Seamount,Guyot,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),A type of seamount that has a flat top.,,1.1.2,G,g1.56.1,https://w3id.org/CMECS/CMECS_00000404,CMECS_00000404,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Seamount,Knoll Seamount,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A submerged elevation of rounded shape that rises from the ocean floor, but is less prominent than a seamount.",,1.1.2,G,g1.56.2,https://w3id.org/CMECS/CMECS_00000449,CMECS_00000449,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Seamount,Pinnacle Seamount,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A steep-sided, often isolated peak that can occur at depth or reach close to the surface. They are often important aggregation points for fish and other marine life.",,1.1.2,G,g1.56.3,https://w3id.org/CMECS/CMECS_00000646,CMECS_00000646,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Sediment Sheet,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"A thin, widespread, sedimentary deposit, formed by a transgressive sea advancing for a considerable distance over a stable shelf area; may also be called a blanket deposit (Bates and Jackson 1984).","Bates, R. L., and J. A. Jackson, eds. 1984. Dictionary of Geological Terms. 3rd ed. Garden City, NY: Anchor Press.",1.1.2,G,g1.57,https://w3id.org/CMECS/CMECS_00000725,CMECS_00000725,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shelf Valley,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"A valley crossing the continental shelf, often forming an extension of an existing terrestrial river and terminating in a canyon as the valley reaches the shelf break. Shelf valleys were formed during periods of lower sea level, and continental, glacial melt water contributed to their genesis.",,1.1.2,G,g1.58,https://w3id.org/CMECS/CMECS_00000742,CMECS_00000742,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shoal,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A relatively shallow area in a body of water that rises very close to, or reaches, the surface. Shoals have a variety of shapes that are influenced by tidal and river currents. They tend to consist of (or be covered by) sand or other unconsolidated sediments, but may also be composed of rock or other materials. Unlike banks, shoals can be exposed during low tide or periods of low water flow in rivers or streams (modified from Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.59,https://w3id.org/CMECS/CMECS_00000749,CMECS_00000749,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shoal,Moraine Shoal,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),The submerged portion of a glacial moraine that reaches close to the surface. These often occur where sea-level rise has drowned former terrestrial glacial features.,,1.1.2,G,g1.59.1,https://w3id.org/CMECS/CMECS_00000573,CMECS_00000573,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shore Complex,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"Generally a narrow, elongate area that parallels a coastline- commonly cutting across diverse inland landforms. Shore complexes are dominated by landforms derived from active coastal processes that give rise to beach ridges, washover fans, beaches, dunes, wave-cut platforms, barrier islands, cliffs, etc. (Schoeneberger and Wysocki 2005).","Schoeneberger, P. J., and D. A. Wysocki. 2005. Geomorphic Description System. Version
3.3. Lincoln, NE: U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center.",1.1.2,G,g1.60,https://w3id.org/CMECS/CMECS_00000751,CMECS_00000751,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shore,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),The intersection of a specified plane of water with the beach that migrates with changes of the tide or of the water level.,,1.1.2,G,g1.61,https://w3id.org/CMECS/CMECS_00000750,CMECS_00000750,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shore,Foreshore,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),The zone of the shore or beach that is regularly covered and uncovered by the rise and fall of the tide.,,1.1.2,G,g1.61.1,https://w3id.org/CMECS/CMECS_00000365,CMECS_00000365,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Shore,Backshore,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"The upper or inner zone of the shore or beach that is above the high-water line of mean spring tides and below the upper limit of shore-zone processes. The backshore is usually dry or moistened by spray, and is acted upon by waves (or covered by water) only during exceptionally severe storms or unusually high tides. It is essentially horizontal or slopes gently landward, and it is divided from the foreshore by the crest of the most seaward berm.",,1.1.2,G,g1.61.2,https://w3id.org/CMECS/CMECS_00000072,CMECS_00000072,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Slope,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),An inclined area of ground or substrate with a change in depth or elevation between its upper and lower limits. Slopes occur at all scales and can refer to broad areas of inclined topography to the flanks of small mounds or depressions in the earth's surface.,,1.1.2,G,g1.62,https://w3id.org/CMECS/CMECS_00000765,CMECS_00000765,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Slope,Washover Fan Slope,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A subaqueous extension of a washover fan flat, which slopes toward deeper water of a lagoon or estuary and away from the washover fan flat.",,1.1.2,G,g1.62.1,https://w3id.org/CMECS/CMECS_00000893,CMECS_00000893,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Spit,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"(a) A small point, low tongue, or narrow embankment of land, which commonly consists of sand or gravel deposited by longshore transport. One end of the spit is attached to the mainland, and the other terminates in open water (usually the sea); a spit is a finger-like extension of the beach. (b) A relatively long, narrow shoal or reef extending from the shore into a body of water (Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.63,https://w3id.org/CMECS/CMECS_00000783,CMECS_00000783,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Stack,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),A rocky subaerial landform consisting of a steep (and often vertical) column or columns of rock in the sea near a coast which have been isolated from the mainland by wave erosion.,,1.1.2,G,g1.64,https://w3id.org/CMECS/CMECS_00000788,CMECS_00000788,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Submarine Slide Deposit,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),This form includes a wide variety of mass-movement landforms and processes involving the down slope transport (under gravitational influence) of soil and rock material en masse. Geoforms that could occur within (or as a result of) landslides are Rubble Field.,,1.1.2,G,g1.65,https://w3id.org/CMECS/CMECS_00000801,CMECS_00000801,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Swale/Slack,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"A long, narrow, generally shallow trough-like depression between two beach ridges and aligned roughly parallel to the coastline. These typically will be found in the intertidal or supratidal zones.",,1.1.2,G,g1.66,https://w3id.org/CMECS/CMECS_00001590,CMECS_00001590,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Terrace,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"Any long, narrow, relatively level or gently inclined surface, generally less broad than a plain, but broader than a ledge and bounded along one edge by a steeper descending slope and along the other by a steeper ascending slope. Terraces may border a valley floor or shoreline, and they can represent the former position of a flood plain, lake, or sea shore. Terraces may be created by erosion, wave action, uplift, currents, or any other process.",,1.1.2,G,g1.67,https://w3id.org/CMECS/CMECS_00000826,CMECS_00000826,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Terrace,Fluviomarine Terrace,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"A constructional, coastal strip, which slopes gently seaward and/or down valley and is veneered by (or completely composed of) unconsolidated fluviomarine deposits- typically silt, sand, and fine gravel (Schoeneberger and Wysocki 2005).","Schoeneberger, P. J., and D. A. Wysocki. 2005. Geomorphic Description System. Version
3.3. Lincoln, NE: U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center.",1.1.2,G,g1.67.1,https://w3id.org/CMECS/CMECS_00000361,CMECS_00000361,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Terrace,Wave-Built Terrace,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"A subaqueous, relict, depositional landform originally constructed by river or longshore, sediment deposits along the outer edge of a wave-cut platform, and then later submerged by rising sea level or subsiding land surface (modified from Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.67.2,https://w3id.org/CMECS/CMECS_00000900,CMECS_00000900,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Terrace,Marine Terrace,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"(a) A narrow, coastal strip, formed of deposited material, that slopes gently seaward. (b) An elevated marine-cut bench or a wave-cut platform that has been exposed by uplift along a seacoast (or by lowering of sea level). Marine Terrace may also refer to a wave-cut platform that merges into a wave-built terrace (Bates and Jackson 1984).","Bates, R. L., and J. A. Jackson, eds. 1984. Dictionary of Geological Terms. 3rd ed. Garden City, NY: Anchor Press.",1.1.2,G,g1.67.3,https://w3id.org/CMECS/CMECS_00000521,CMECS_00000521,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Tidepool,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),A pool of salt water left by an ebbing tide that generally persists until the next flood tide. These normally occur in rock substrates and support diverse animal and plant communities (see Figure 6.4).,,1.1.2,G,g1.68,https://w3id.org/CMECS/CMECS_00000839,CMECS_00000839,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Till Surface,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"An area of substrate (predominantly unsorted and unstratified drift) that is generally unconsolidated, because it was deposited directly by a glacier without subsequent reworking by melt water. The surface consists of a heterogeneous mixture of clay, silt, sand, gravel, stones, and boulders; rock fragments of various lithologies are imbedded within a finer matrix that can range from clay to sandy loam.",,1.1.2,G,g1.69,https://w3id.org/CMECS/CMECS_00000841,CMECS_00000841,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Tombolo,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),A sand or gravel bar or barrier that connects an island with the mainland (or with another island).,,1.1.2,G,g1.70,https://w3id.org/CMECS/CMECS_00000842,CMECS_00000842,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,,,CMECS Geoform Subcomponent: Origin,"Biogenic geoforms are physical features and landforms that were created by the action of living organisms (bioherms). These primarily consist of the different types of reefs. Examples of these generally hard, fixed structures include the incorporation of dissolved calcium carbonate into reef structure by corals, aggregations of mollusk shells into a fixed cohesive substrate, or the cementation of existing sediments into an aggregation of worm tubes. As with all geoforms the characteristic of concern in this component is the physical shape of these reef features, not the living biology that may have participated in their genesis. Any of the reef geoforms may or may not have living coral or other life present.",,1.1.2,G,g2,https://w3id.org/CMECS/CMECS_00000100,CMECS_00000100,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Atoll,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 1),"A ring-like coral reef that nearly (or entirely) encloses a reef lagoon. The volcanic island normally associated with an atoll may or may not be present. Atolls appear in plain view as a roughly circular reef that is surmounted by a chain of closely spaced, low, coral islets that encircle (or nearly encircle) a shallow lagoon in which there is no land or islands of non-coral origin; the reef is surrounded by open sea.",,1.1.2,G,g1.71,https://w3id.org/CMECS/CMECS_00000046,CMECS_00000046,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Atoll,Submerged Atoll/Atoll Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1),Atoll structure in which new coral growth has not kept up with rising sea levels (or is overcome by the effects of subsidence such that it now lies below the surface). It may still support living coral communities.,,1.1.2,G,g1.71.1,https://w3id.org/CMECS/CMECS_00001586,CMECS_00001586,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Burrows/Bioturbation,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 2),"Tubes, holes, furrows, and small mounds formed by the digging, feeding, and movement of benthic fauna. These can bring nutrients and other compounds to the surface- as well as destabilize the substrate.",,1.1.2,G,g2.1,https://w3id.org/CMECS/CMECS_00001402,CMECS_00001402,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Burrows/Bioturbation,Tilefish Burrow,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),"Burrows formed by the Tilefish (sp.). These can be up to 3 meters wide and 1 - 2 meters deep. In some areas, the density of these burrows can be over 1,000 per square kilometer, thus significantly altering the benthos.",,1.1.2,G,g2.1.1,https://w3id.org/CMECS/CMECS_00000840,CMECS_00000840,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Coral Reef Island,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 1 or Level 2),A tropical island built of organic material derived from the skeletons of corals and other reef associates. Coral islands are usually low and may be several kilometers in size. Typically their structure is integrally part of a living or relatively recent coral reef.,,1.1.2,G,g2.2,https://w3id.org/CMECS/CMECS_00000197,CMECS_00000197,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Mollusk Reef,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 1 or Level 2),An area of many shell reefs surrounded and intermixed with channels and unvegetated flats.,,1.1.2,G,g2.3,https://w3id.org/CMECS/CMECS_00000568,CMECS_00000568,Original Unit,,,
